geometry_type,surface_area,volume,frontal_area,length,width,height,rear_wing_angle,slant_angle,velocity,reynolds,drag,lift
cylinder,2.302,0.98,0.612,0.665,0.255,0.935,0.0,0.0,48.23,2115630,0.30928,-0.0138
cylinder,4.998,0.662,1.663,1.509,0.896,0.791,0.0,0.0,30.14,3000083,0.29938,0.01743
suv,17.499,6.464,2.776,4.813,2.084,1.674,0.1,8.3,37.8,12000752,0.38947,0.17313
airfoil,2.935,0.262,0.188,1.778,0.655,0.169,0.0,11.8,75.6,8866544,0.04471,1.34704
airfoil,3.508,0.025,0.166,1.531,0.965,0.037,0.0,7.0,67.47,6813758,0.01066,0.75794
ahmed_body,3.913,0.996,0.099,0.949,0.42,0.31,0.0,26.3,38.73,2424457,0.30444,0.10961
airfoil,3.935,0.37,0.028,1.269,1.442,0.205,0.0,9.7,30.78,2576505,0.01506,1.0029
cylinder,5.992,1.215,0.643,2.558,0.107,0.429,0.0,0.0,30.79,5195305,0.30693,0.01047
cylinder,4.642,2.448,0.993,1.848,0.211,0.704,0.0,0.0,16.2,1974776,0.29085,-0.02283
sedan,9.142,3.907,1.956,4.683,1.811,1.325,1.5,14.3,35.37,10925970,0.25115,0.20794
airfoil,3.941,0.115,0.13,1.989,1.039,0.231,0.0,11.9,62.19,8159361,0.04628,1.38307
airfoil,2.717,0.081,0.188,1.19,1.915,0.177,0.0,8.7,46.72,3667335,0.01334,0.96535
wedge,4.253,1.821,0.479,1.144,1.429,0.682,0.0,17.8,46.04,3474259,0.48284,0.1487
sphere,9.078,1.416,1.685,0.395,0.913,0.677,0.0,0.0,38.79,1010689,0.10086,0.02961
wedge,1.85,1.372,0.679,1.32,0.92,0.8,0.0,32.1,42.43,3694433,0.61251,0.20925
ahmed_body,3.568,0.986,0.089,0.96,0.384,0.267,0.0,23.8,48.74,3086438,0.2928,0.08996
sedan,11.739,3.77,2.082,4.687,1.703,1.41,4.6,19.0,40.32,12465689,0.2839,0.22315
fsae,8.365,1.439,1.509,3.603,1.355,1.237,28.0,2.3,46.54,11060925,0.94751,-2.47188
flat_plate,5.59,0.026,1.408,0.047,0.953,0.527,0.0,0.0,27.43,85040,1.20756,0.0052
flat_plate,3.784,0.018,1.517,0.026,1.184,1.734,0.0,0.0,19.48,33409,1.24209,-0.01931
ahmed_body,4.513,0.728,0.085,0.914,0.386,0.285,0.0,29.7,30.5,1838852,0.31155,0.10515
wedge,4.605,1.86,1.388,0.522,1.24,0.827,0.0,26.6,16.53,569173,0.57012,0.18697
sedan,12.461,3.08,2.228,4.861,1.828,1.431,1.0,10.4,23.36,7490301,0.26072,0.12303
sedan,8.472,4.405,2.339,4.618,1.762,1.407,3.5,13.3,24.62,7499681,0.25256,0.13745
suv,14.184,5.087,2.528,4.916,1.865,1.782,0.8,9.9,25.4,8236570,0.38935,0.15118
suv,15.453,6.947,3.105,4.964,1.839,1.787,2.2,0.9,22.27,7292103,0.36404,0.1359
suv,15.29,6.2,2.821,4.935,1.881,1.762,0.5,5.4,23.37,7607582,0.37183,0.1194
sphere,10.006,2.333,0.247,0.283,0.538,0.55,0.0,0.0,11.74,219157,0.43236,0.02005
wedge,5.378,1.897,0.393,1.892,0.371,0.514,0.0,17.3,34.86,4350602,0.47045,0.14812
suv,15.91,6.47,2.508,4.597,1.83,1.654,1.2,5.2,31.62,9588202,0.37803,0.16132
suv,15.66,6.428,2.512,4.486,1.853,1.885,2.2,8.3,20.82,6160852,0.38323,0.13659
wedge,3.226,1.904,0.951,0.621,1.001,0.938,0.0,51.9,26.62,1090437,0.78495,0.30566
truck,37.178,32.114,9.27,12.548,2.486,3.69,0.0,4.7,21.73,17986018,0.74638,0.07657
flat_plate,4.327,0.006,2.602,0.049,1.893,1.198,0.0,0.0,17.46,56434,1.2329,0.0026
flat_plate,3.967,0.015,1.444,0.024,1.403,0.58,0.0,0.0,28.99,45894,1.23322,0.00944
sphere,11.53,1.998,2.463,0.412,0.679,0.758,0.0,0.0,36.06,979995,0.10047,0.01034
sedan,12.926,4.197,1.868,4.182,1.792,1.439,1.9,15.9,29.35,8096418,0.2495,0.17633
suv,15.75,5.105,2.943,4.557,2.044,1.814,1.1,4.8,32.61,9802359,0.36861,0.1586
suv,15.991,6.577,2.621,5.095,1.975,1.68,1.9,9.8,38.81,13043334,0.36816,0.1852
sphere,6.387,2.175,1.941,0.684,0.586,1.088,0.0,0.0,46.74,2108850,0.09895,0.01402
wedge,2.664,0.337,0.734,1.879,1.2,0.247,0.0,17.8,16.29,2019057,0.47626,0.13692
truck,51.156,39.19,8.564,10.679,2.554,3.799,0.0,3.9,24.83,17490737,0.7116,0.08629
cylinder,3.337,1.515,1.75,0.791,0.3,0.556,0.0,0.0,19.54,1019534,0.29254,-0.00105
sedan,12.677,2.995,2.146,4.516,1.663,1.311,1.3,14.2,36.43,10852103,0.25022,0.20814
fsae,6.999,0.837,1.382,4.129,1.697,1.087,44.1,0.1,18.05,4916125,1.00433,-3.15198
airfoil,3.373,0.232,0.13,1.785,1.278,0.181,0.0,9.3,65.13,7668671,0.01456,1.00338
fsae,5.743,1.024,1.225,3.578,1.683,1.043,40.4,1.8,24.32,5739905,0.94906,-2.99859
sphere,5.033,0.918,1.082,0.181,0.883,1.297,0.0,0.0,22.92,273649,0.43454,0.03148
wedge,4.463,1.452,0.456,0.54,1.396,0.281,0.0,26.7,13.92,495831,0.58465,0.18263
fsae,7.724,1.022,1.012,3.895,1.65,1.033,15.9,3.9,23.26,5976102,0.85303,-2.09181
ahmed_body,4.728,0.653,0.105,1.167,0.373,0.317,0.0,12.2,57.65,4437833,0.27075,0.05355
suv,13.755,4.34,2.979,4.586,2.072,1.669,1.8,4.6,25.52,7719968,0.35473,0.13115
suv,15.563,4.652,2.543,5.017,1.916,1.842,2.9,8.8,44.99,14888841,0.37516,0.18281
fsae,8.021,1.455,1.048,4.035,1.352,1.273,17.4,3.9,36.55,9728183,0.85099,-2.19652
ahmed_body,4.053,0.791,0.08,1.045,0.407,0.316,0.0,24.5,41.38,2852381,0.29449,0.09834
ahmed_body,4.524,0.656,0.105,1.145,0.413,0.258,0.0,16.0,54.3,4101154,0.24965,0.05963
fsae,7.28,1.253,1.148,4.201,1.44,1.064,41.3,2.5,40.5,11222988,0.99467,-3.14303
airfoil,1.97,0.154,0.12,1.764,1.079,0.079,0.0,6.2,36.91,4294805,0.00987,0.68241
sedan,10.661,3.972,2.308,4.0,1.805,1.446,4.3,12.0,34.91,9211082,0.24686,0.17777
ahmed_body,3.774,0.671,0.103,1.023,0.395,0.285,0.0,26.9,23.19,1564866,0.30625,0.08868
sphere,9.343,0.788,0.18,0.524,0.653,1.473,0.0,0.0,11.64,402332,0.2682,-0.00173
truck,36.285,33.443,7.295,8.892,2.552,4.069,0.0,2.7,33.04,19379398,0.69349,0.07959
suv,13.834,6.931,2.55,4.919,2.049,1.666,2.3,5.6,35.25,11437648,0.36643,0.15967
suv,12.931,6.293,2.901,4.857,1.845,1.806,0.0,0.4,32.07,10274670,0.37409,0.14989
sedan,9.016,4.37,1.932,4.416,1.755,1.322,1.4,16.6,32.04,9333024,0.24155,0.17518
sedan,8.342,3.568,2.296,4.455,1.625,1.403,3.7,16.6,30.72,9027546,0.24828,0.19648
wedge,2.33,1.141,0.698,1.49,1.243,0.94,0.0,52.8,20.84,2048259,0.82775,0.32381
sedan,11.837,3.49,1.975,4.724,1.811,1.423,2.5,12.3,24.1,7509789,0.24899,0.12914
flat_plate,4.167,0.033,2.104,0.018,0.908,1.913,0.0,0.0,16.44,19520,1.24608,0.01303
fsae,6.358,1.443,1.149,3.969,1.452,1.05,33.3,4.5,44.1,11545706,0.95699,-2.97769
sedan,8.204,2.618,2.043,4.411,1.891,1.3,2.9,14.1,42.39,12333924,0.24584,0.1906
sphere,7.017,3.065,0.272,0.721,1.007,0.477,0.0,0.0,14.32,681050,0.10192,0.00228
fsae,7.623,1.289,1.189,3.462,1.538,1.101,16.7,2.9,44.69,10205592,0.83999,-2.05966
truck,39.128,38.547,6.186,15.704,2.432,3.626,0.0,0.1,34.15,35375435,0.73419,0.09286
sedan,12.925,4.095,2.074,4.672,1.784,1.494,3.8,10.1,49.37,15214818,0.259,0.2334
ahmed_body,4.564,0.72,0.1,1.165,0.373,0.294,0.0,26.6,39.83,3060815,0.30782,0.10363
ahmed_body,4.217,0.839,0.106,1.054,0.352,0.26,0.0,31.0,54.29,3774516,0.32068,0.10034
suv,17.103,5.728,2.626,4.555,1.868,1.804,1.2,9.6,36.12,10852678,0.36303,0.16681
suv,13.014,4.686,2.544,4.702,1.942,1.756,1.7,4.1,26.96,8361868,0.36905,0.13309
fsae,7.971,0.835,1.476,4.117,1.386,1.029,34.7,2.7,41.45,11256573,0.94829,-3.01553
ahmed_body,3.616,0.995,0.095,1.195,0.404,0.277,0.0,5.9,43.44,3424195,0.2553,0.03835
fsae,7.001,0.897,1.058,4.325,1.407,1.121,15.7,4.1,44.66,12741062,0.83177,-1.9989
suv,12.261,5.747,2.528,4.687,2.006,1.696,0.5,4.2,35.46,10963128,0.3827,0.17436
cylinder,2.444,0.982,0.146,1.689,0.688,0.559,0.0,0.0,35.94,4004133,0.29896,-0.00419
wedge,5.866,1.241,0.863,1.541,0.803,0.355,0.0,20.6,46.47,4723633,0.50577,0.14058
airfoil,3.981,0.251,0.064,0.979,1.946,0.126,0.0,8.8,34.07,2200167,0.01392,0.96322
wedge,1.041,0.308,1.193,2.117,0.712,0.458,0.0,28.4,44.19,6170859,0.57919,0.2029
wedge,1.945,0.324,1.202,1.299,0.449,0.257,0.0,10.5,12.36,1059079,0.40696,0.09822
fsae,8.021,0.958,1.424,4.11,1.671,1.063,35.2,3.7,22.34,6056557,0.94373,-3.03157
airfoil,3.073,0.392,0.093,1.013,0.634,0.076,0.0,0.5,20.37,1361135,0.0061,0.0515
ahmed_body,4.219,0.725,0.104,1.033,0.367,0.286,0.0,4.4,53.42,3640030,0.25614,0.03369
wedge,5.747,1.293,0.918,1.409,1.115,0.392,0.0,35.5,13.62,1265869,0.65473,0.23237
flat_plate,0.706,0.003,2.278,0.037,1.556,1.896,0.0,0.0,8.84,21575,1.16876,-0.00294
suv,13.859,4.887,2.585,4.33,2.084,1.73,2.4,2.8,41.63,11890363,0.38638,0.17509
wedge,2.316,0.893,1.317,1.46,0.847,0.777,0.0,38.6,41.13,3961069,0.67544,0.23606
sphere,4.375,2.059,1.694,0.965,1.315,0.236,0.0,0.0,43.25,2753051,0.09879,-0.00733
cylinder,5.393,2.79,1.334,0.569,0.746,0.181,0.0,0.0,19.78,742402,0.29205,0.01092
fsae,5.832,1.438,1.503,3.59,1.586,1.28,37.7,0.9,44.49,10535561,0.99785,-2.98656
suv,17.924,6.457,2.931,4.433,1.968,1.844,1.6,3.9,29.58,8649613,0.36918,0.14288
suv,16.052,6.478,2.998,4.899,1.937,1.793,2.0,6.9,36.66,11846790,0.36874,0.17573
suv,14.116,6.117,2.856,5.095,2.01,1.672,1.3,4.8,26.64,8953219,0.3743,0.13392
sedan,10.842,3.055,2.031,4.061,1.815,1.479,2.4,10.9,25.01,6699578,0.25982,0.13082
suv,17.539,5.73,3.064,4.707,1.921,1.601,0.7,4.8,33.07,10267842,0.36108,0.14996
ahmed_body,4.524,0.657,0.09,0.981,0.419,0.273,0.0,26.7,41.61,2692573,0.30307,0.10834
airfoil,1.107,0.456,0.089,0.546,1.686,0.078,0.0,9.7,29.5,1062467,0.0157,1.03072
sphere,9.098,3.992,2.462,0.221,0.864,0.792,0.0,0.0,40.85,595505,0.09778,0.0003
sedan,9.849,3.64,2.32,4.437,1.79,1.376,1.1,14.6,21.53,6301359,0.25398,0.15664
fsae,5.672,1.492,1.467,3.64,1.531,1.214,25.0,2.5,21.26,5104644,0.91992,-2.59777
sedan,11.881,4.23,2.304,4.862,1.67,1.38,3.8,15.1,26.24,8415493,0.25247,0.16037
sedan,8.488,2.642,2.22,4.789,1.606,1.405,0.7,11.5,47.2,14910343,0.26457,0.2338
airfoil,1.757,0.388,0.124,0.595,0.715,0.16,0.0,4.8,28.37,1113466,0.00838,0.52019
sphere,2.986,1.106,1.367,1.158,0.228,1.184,0.0,0.0,48.33,3691698,0.0999,-0.00537
wedge,3.377,0.723,1.187,0.959,0.363,0.931,0.0,59.2,21.89,1384730,0.88092,0.34594
ahmed_body,3.79,0.727,0.086,1.172,0.407,0.293,0.0,19.1,48.49,3748699,0.2727,0.08565
sedan,12.905,3.459,2.069,4.275,1.796,1.301,1.9,14.2,30.09,8485142,0.24703,0.17778
fsae,6.8,1.512,1.002,4.283,1.45,1.206,35.5,0.6,31.07,8777890,0.91733,-2.99907
sedan,9.197,4.415,2.266,4.668,1.741,1.475,4.7,18.5,24.38,7506982,0.2943,0.17113
sedan,12.882,2.565,2.273,4.152,1.654,1.38,4.8,17.1,33.24,9103726,0.25162,0.20585
sphere,2.125,0.237,0.265,1.215,0.252,1.13,0.0,0.0,18.48,1481082,0.09848,-0.01255
flat_plate,1.549,0.024,1.068,0.043,1.11,0.692,0.0,0.0,29.89,84780,1.24418,0.01521
airfoil,2.761,0.259,0.059,1.55,0.385,0.111,0.0,1.5,34.12,3488522,0.00634,0.15563
suv,16.567,5.175,2.805,4.646,1.837,1.752,0.9,0.1,22.85,7002711,0.35498,0.1373
sphere,1.448,0.385,2.234,1.313,0.89,0.191,0.0,0.0,16.91,1464567,0.09908,-0.01166
wedge,5.995,1.439,0.351,1.013,0.96,0.351,0.0,43.8,19.45,1299660,0.75442,0.26295
suv,16.318,4.222,3.143,5.183,1.801,1.625,2.8,8.6,29.2,9983087,0.3654,0.14148
ahmed_body,4.974,0.809,0.113,1.146,0.392,0.257,0.0,33.0,42.15,3186273,0.32519,0.1167
truck,32.526,29.462,9.263,14.313,2.538,4.171,0.0,0.3,33.61,31732185,0.6641,0.07155
suv,15.164,4.253,2.587,5.086,1.883,1.794,0.1,0.2,35.02,11748794,0.37844,0.16778
wedge,1.323,1.931,1.16,1.53,1.314,0.695,0.0,34.2,24.66,2488773,0.64057,0.23105
airfoil,0.923,0.06,0.14,1.615,0.825,0.143,0.0,6.8,71.57,7624377,0.01068,0.7457
cylinder,7.369,0.155,0.134,0.809,0.159,0.683,0.0,0.0,16.14,861297,0.29536,0.00725
sedan,10.17,3.125,2.312,4.621,1.796,1.359,4.8,13.0,29.43,8970714,0.24917,0.16164
ahmed_body,4.9,0.994,0.082,1.017,0.366,0.251,0.0,35.7,24.05,1613381,0.33411,0.12705
wedge,5.432,0.931,0.462,1.095,0.348,0.507,0.0,39.7,24.17,1745788,0.69318,0.25135
fsae,5.686,1.256,1.002,3.276,1.462,1.267,21.6,3.3,32.91,7111686,0.86233,-2.20173
wedge,2.214,0.474,0.422,1.494,0.474,0.918,0.0,17.8,40.7,4010937,0.47529,0.14907
flat_plate,3.039,0.028,2.08,0.046,0.904,1.059,0.0,0.0,9.66,29311,1.22957,-0.00963
wedge,3.268,1.304,0.855,0.884,0.86,0.973,0.0,36.1,12.14,707900,0.66418,0.22801
sphere,9.764,2.411,1.161,1.302,0.253,0.968,0.0,0.0,47.18,4052003,0.09812,-0.0052
suv,12.823,5.223,2.755,4.879,1.951,1.805,0.1,5.7,25.06,8065154,0.38119,0.12375
ahmed_body,4.638,0.611,0.086,1.064,0.415,0.283,0.0,37.2,45.36,3183578,0.3245,0.11113
cylinder,2.993,2.906,1.735,1.905,0.103,0.335,0.0,0.0,45.55,5723796,0.29533,-0.00544
fsae,5.767,1.527,1.256,4.017,1.376,1.146,23.4,1.6,22.91,6070546,0.88831,-2.44958
ahmed_body,4.353,0.854,0.105,0.941,0.406,0.278,0.0,3.9,50.4,3128391,0.25292,0.04199
suv,14.995,5.067,2.537,4.344,1.884,1.865,1.6,1.9,44.97,12885863,0.37041,0.20895
sphere,10.976,3.825,2.02,1.112,0.126,1.079,0.0,0.0,29.12,2135979,0.09814,0.00802
sphere,4.814,2.142,0.274,0.663,1.335,0.581,0.0,0.0,47.45,2075155,0.10212,0.02068
airfoil,1.475,0.307,0.114,1.599,1.94,0.242,0.0,6.7,36.26,3824521,0.01057,0.73495
airfoil,3.993,0.082,0.042,1.591,1.022,0.242,0.0,4.0,65.81,6906577,0.00744,0.42616
airfoil,2.142,0.427,0.077,1.268,0.854,0.048,0.0,11.7,48.82,4083361,0.04067,1.32199
suv,16.159,4.859,2.605,4.533,2.015,1.723,2.4,2.0,23.69,7083560,0.3724,0.13163
suv,13.885,4.604,2.941,4.471,1.847,1.672,3.0,5.2,39.46,11637577,0.36191,0.1795
ahmed_body,4.219,0.662,0.081,1.056,0.385,0.308,0.0,1.3,28.15,1960844,0.24885,0.00999
fsae,7.851,1.469,1.018,3.622,1.308,1.077,40.5,2.4,19.26,4601565,0.96248,-3.04121
fsae,8.007,0.951,1.061,3.965,1.499,1.071,19.5,0.1,37.82,9891577,0.87283,-2.36585
fsae,7.647,1.176,1.19,4.274,1.348,1.272,23.3,1.2,39.26,11068420,0.85941,-2.38738
suv,13.215,6.976,2.563,4.883,1.838,1.751,1.3,2.7,23.03,7417908,0.37153,0.11991
sedan,12.653,3.825,2.389,4.449,1.89,1.31,1.4,17.1,23.44,6878929,0.24135,0.15951
ahmed_body,3.787,0.785,0.089,0.93,0.407,0.263,0.0,2.7,28.93,1774730,0.26355,0.02286
sedan,8.667,4.385,2.268,4.984,1.876,1.396,2.3,17.2,39.32,12926839,0.24661,0.21754
ahmed_body,4.695,0.798,0.1,1.177,0.366,0.314,0.0,38.9,51.09,3966552,0.34492,0.13244
cylinder,5.195,1.638,0.375,1.923,0.129,0.653,0.0,0.0,21.46,2722136,0.30015,0.00134
fsae,8.238,1.024,1.256,4.008,1.338,1.187,38.1,1.8,38.16,10088739,0.98397,-2.92686
wedge,4.162,1.262,0.668,0.777,1.057,0.774,0.0,56.6,37.18,1905598,0.8569,0.31661
wedge,5.749,0.719,1.101,1.873,1.286,0.78,0.0,14.7,35.87,4431696,0.45634,0.1309
ahmed_body,3.605,0.722,0.107,1.076,0.363,0.294,0.0,12.0,38.67,2744652,0.27233,0.05476
cylinder,4.091,0.348,0.687,1.17,0.671,0.514,0.0,0.0,13.27,1024136,0.30817,-0.02898
airfoil,3.597,0.156,0.07,1.887,0.408,0.085,0.0,9.5,31.57,3929590,0.01519,1.10305
ahmed_body,4.765,0.778,0.08,0.99,0.402,0.251,0.0,32.6,53.34,3483285,0.32474,0.1093
fsae,6.635,1.293,1.071,3.7,1.404,1.136,17.4,3.6,48.64,11871240,0.88383,-2.16855
cylinder,5.272,2.024,0.789,1.551,0.156,0.322,0.0,0.0,20.11,2057428,0.29702,0.01262
airfoil,3.788,0.336,0.176,1.136,1.713,0.239,0.0,3.6,35.85,2686385,0.00715,0.38221
wedge,4.955,0.33,0.204,2.194,1.262,0.422,0.0,35.2,12.36,1788776,0.6455,0.24089
ahmed_body,4.761,0.999,0.081,0.941,0.415,0.279,0.0,17.0,35.88,2227116,0.26396,0.0662
airfoil,3.108,0.327,0.074,0.623,1.115,0.175,0.0,1.1,24.15,992444,0.00613,0.12697
suv,13.581,6.713,2.852,4.768,2.025,1.657,1.2,8.8,39.61,12457815,0.37202,0.17088
airfoil,2.805,0.361,0.191,1.539,0.773,0.035,0.0,8.8,68.01,6904181,0.01385,0.9891
fsae,7.759,1.469,1.321,3.345,1.45,1.199,38.5,2.9,17.62,3887790,0.96286,-3.12835
wedge,4.743,0.257,1.348,2.239,1.283,0.526,0.0,20.2,12.31,1818080,0.49137,0.14434
sphere,1.499,1.498,2.394,1.439,1.146,1.105,0.0,0.0,33.54,3183645,0.09927,0.00857
sphere,10.157,1.965,0.346,1.015,0.916,0.838,0.0,0.0,29.64,1984472,0.10299,-0.00975
fsae,8.424,0.802,1.028,3.974,1.336,1.064,24.6,3.1,43.32,11355784,0.87928,-2.4027
sphere,2.124,4.068,1.65,1.053,0.953,0.689,0.0,0.0,39.83,2766556,0.09641,0.01064
cylinder,4.577,1.01,1.225,2.612,0.353,0.569,0.0,0.0,19.03,3278784,0.29282,0.00025
sedan,12.421,4.442,2.066,4.555,1.823,1.496,1.7,19.8,46.63,14010531,0.29831,0.25877
cylinder,6.372,0.809,0.774,2.057,0.571,0.114,0.0,0.0,35.55,4823638,0.29695,0.0045
sedan,10.617,4.097,2.006,4.22,1.756,1.424,3.7,16.2,49.73,13843047,0.24683,0.27575
sphere,8.714,1.613,2.739,0.174,0.3,0.677,0.0,0.0,24.84,285103,0.43558,-0.00574
truck,42.618,28.367,7.297,15.46,2.529,4.055,0.0,4.3,24.45,24933839,0.73887,0.08983
sedan,12.298,3.605,2.058,4.854,1.701,1.465,4.0,13.5,38.03,12176624,0.26045,0.19802
sedan,8.769,3.137,2.065,4.369,1.735,1.353,2.6,14.5,28.1,8098212,0.25306,0.17857
sphere,5.272,0.499,0.244,1.385,1.056,0.33,0.0,0.0,19.56,1786979,0.09677,0.00516
sedan,12.003,2.647,2.162,4.646,1.676,1.4,4.7,12.6,40.59,12439389,0.26287,0.20692
airfoil,1.058,0.035,0.05,0.937,1.655,0.126,0.0,8.5,53.79,3324619,0.01307,0.92277
sedan,12.378,4.361,1.974,4.899,1.63,1.372,1.5,18.5,32.15,10389370,0.30759,0.21514
sphere,10.676,0.638,0.914,0.838,0.951,0.929,0.0,0.0,12.21,674933,0.10128,-0.00283
sedan,9.743,3.452,2.237,4.324,1.761,1.409,0.1,16.5,28.34,8083256,0.24639,0.17362
wedge,5.139,0.922,1.5,1.462,1.272,0.662,0.0,11.1,12.43,1198724,0.40363,0.11457
sphere,1.868,3.812,0.907,1.11,0.24,0.332,0.0,0.0,33.92,2483588,0.10078,-0.02025
airfoil,2.93,0.496,0.199,1.481,1.294,0.051,0.0,11.6,24.02,2346545,0.03894,1.25981
sedan,12.806,4.307,2.193,4.303,1.661,1.408,1.9,17.0,20.38,5784640,0.24301,0.12717
ahmed_body,4.027,0.996,0.086,1.065,0.406,0.311,0.0,22.4,56.18,3946682,0.28604,0.08926
flat_plate,1.005,0.025,0.915,0.031,1.68,0.716,0.0,0.0,32.15,65742,1.22186,0.0074
wedge,3.268,1.512,1.27,1.68,0.311,0.574,0.0,11.1,13.54,1500475,0.41548,0.1038
wedge,4.176,0.406,0.507,1.1,0.397,0.761,0.0,10.1,37.65,2731860,0.40012,0.09924
sedan,11.186,3.913,2.046,4.883,1.698,1.5,4.5,10.2,43.88,14133644,0.2584,0.20028
wedge,3.832,1.554,0.519,0.556,0.363,0.246,0.0,44.2,26.04,955029,0.75805,0.27524
wedge,3.356,0.953,0.301,0.725,1.43,0.722,0.0,42.9,31.84,1522691,0.74362,0.27714
sphere,8.312,3.441,2.533,0.142,1.173,1.358,0.0,0.0,44.45,416352,0.24477,-0.00419
sedan,11.544,2.683,1.887,4.698,1.617,1.31,0.4,10.8,26.85,8320666,0.25369,0.14473
suv,17.513,4.354,2.54,4.568,1.876,1.848,0.3,3.5,29.16,8786470,0.37232,0.15612
truck,35.121,42.598,9.954,10.191,2.474,3.671,0.0,0.7,30.4,20435778,0.71892,0.0967
ahmed_body,4.742,0.614,0.107,1.103,0.412,0.252,0.0,5.0,47.1,3426867,0.26884,0.02955
suv,12.13,4.896,2.707,4.509,1.932,1.852,1.3,0.0,31.33,9318402,0.37628,0.15319
airfoil,2.261,0.372,0.168,1.59,1.408,0.047,0.0,5.5,52.05,5459070,0.00878,0.6106
suv,16.434,5.3,2.837,4.517,1.956,1.69,0.0,7.7,30.63,9126366,0.37664,0.14441
ahmed_body,3.884,0.952,0.111,0.959,0.382,0.28,0.0,9.7,55.06,3483017,0.27852,0.04869
suv,12.168,6.658,2.532,4.542,2.046,1.677,0.3,5.8,29.49,8835328,0.37656,0.1454
sedan,11.974,3.154,1.898,4.945,1.691,1.387,1.1,11.6,46.17,15060069,0.25445,0.22633
wedge,2.304,0.269,0.289,1.928,0.485,0.281,0.0,17.7,24.97,3175604,0.47727,0.14299
fsae,6.073,1.386,1.347,3.274,1.353,1.032,21.1,0.1,16.84,3636818,0.92792,-2.35357
truck,44.479,34.754,8.329,10.744,2.585,3.594,0.0,3.5,20.25,14351319,0.67732,0.08505
wedge,3.197,1.812,1.337,2.365,0.375,0.91,0.0,53.6,49.94,7790772,0.81542,0.32161
airfoil,3.934,0.047,0.089,0.537,0.343,0.215,0.0,8.4,65.13,2307046,0.01351,0.93751
wedge,3.299,1.124,1.174,1.927,0.914,0.572,0.0,50.5,42.45,5395854,0.79394,0.30908
cylinder,2.057,2.004,0.984,1.346,0.226,0.215,0.0,0.0,26.2,2326201,0.29851,0.00029
sphere,4.295,3.63,2.558,0.303,1.173,1.334,0.0,0.0,17.74,354566,0.34711,0.00875
cylinder,7.772,0.735,0.16,1.258,0.445,0.987,0.0,0.0,12.41,1029801,0.30211,-0.01192
suv,12.662,4.111,2.678,4.886,1.958,1.721,2.7,5.4,26.86,8656858,0.35518,0.15447
truck,50.135,40.796,7.108,15.03,2.519,3.67,0.0,3.2,21.17,20988463,0.70386,0.08778
suv,16.439,4.975,3.042,4.821,1.958,1.821,0.8,4.5,22.56,7174259,0.36393,0.12416
sedan,11.519,2.749,1.901,4.261,1.82,1.415,2.9,13.3,46.59,13094986,0.26084,0.23874
wedge,5.561,1.691,0.589,1.699,0.995,0.905,0.0,39.1,19.53,2188751,0.68004,0.238
airfoil,1.625,0.479,0.182,1.876,0.56,0.161,0.0,11.4,64.21,7945776,0.03476,1.26463
fsae,7.236,1.13,1.37,3.631,1.359,1.276,39.4,2.7,31.0,7424868,0.96074,-3.13255
suv,17.005,6.77,2.849,4.965,2.062,1.868,0.7,9.3,37.07,12140670,0.36921,0.178
suv,17.865,5.294,2.689,4.785,2.018,1.808,3.0,9.3,31.03,9794100,0.38367,0.15715
fsae,5.954,1.108,1.228,4.275,1.603,1.007,26.3,3.7,31.57,8902490,0.8899,-2.38723
sedan,10.49,4.074,2.13,4.153,1.799,1.344,0.3,14.5,25.3,6930798,0.25049,0.15764
sedan,9.28,4.446,1.858,4.748,1.762,1.42,4.5,13.6,46.59,14591644,0.25331,0.22953
suv,15.225,5.884,2.979,5.185,1.889,1.73,2.0,9.2,35.2,12039050,0.37456,0.16391
sedan,12.767,2.726,2.121,4.779,1.65,1.42,0.6,18.9,32.79,10336637,0.28893,0.20262
cylinder,4.211,1.911,0.626,1.272,0.777,0.407,0.0,0.0,19.16,1607620,0.28673,-0.01656
fsae,8.048,1.105,1.14,3.518,1.673,1.265,27.8,1.3,48.68,11296586,0.89684,-2.55507
sedan,11.553,4.484,2.336,4.838,1.794,1.35,1.4,15.0,37.23,11881183,0.25518,0.2074
ahmed_body,4.214,0.787,0.112,1.199,0.356,0.298,0.0,34.0,33.11,2618660,0.33361,0.1133
fsae,7.358,0.854,1.164,3.829,1.643,1.033,37.3,1.3,26.81,6771470,0.98206,-2.90661
sphere,7.469,3.57,1.798,0.413,0.202,0.509,0.0,0.0,24.19,659002,0.10062,-0.0123
wedge,1.946,1.286,1.132,2.487,1.381,0.887,0.0,56.4,36.38,5968144,0.84627,0.32107
suv,16.107,5.164,2.505,4.978,1.897,1.802,3.0,2.2,25.03,8218954,0.36918,0.12871
airfoil,3.539,0.079,0.022,1.89,1.34,0.087,0.0,7.2,43.68,5445594,0.01103,0.79561
wedge,5.519,1.245,0.847,0.723,1.136,0.331,0.0,34.6,48.63,2319228,0.63578,0.22426
ahmed_body,3.558,0.853,0.097,1.124,0.387,0.251,0.0,8.4,45.64,3383863,0.25394,0.0541
sedan,8.009,3.848,2.399,4.218,1.668,1.404,1.9,10.0,29.97,8338619,0.25913,0.16874
cylinder,1.653,2.495,0.717,0.669,0.908,0.714,0.0,0.0,30.24,1334470,0.28692,-0.01179
sphere,5.687,1.849,1.814,0.141,0.99,0.556,0.0,0.0,28.09,261259,0.44596,-0.00243
